"customer_key","gender","name","city","state_code","state","zip_code","country","continent","birthday","first_purchase_date","last_purchase_date","lifetime_spend","total_orders","months_since_first_purchase"
40741,Male,Leo Bussau,HARLAXTON,QLD,Queensland,"4350",Australia,Australia,1937-06-13,,,,,
41386,Female,Stephanie Grant,SEAL BAY,SA,South Australia,"5223",Australia,Australia,1948-06-20,,,,,
41570,Male,Rory Brough,East Point,NT,Northern Territory,"820",Australia,Australia,1937-08-15,2020-03-07,2020-03-07,8377.97,1,11
42364,Female,Layla Silas,MARLO MERRICAN,NSW,New South Wales,"2446",Australia,Australia,1952-09-27,2017-05-18,2018-10-09,8609.39,2,45
42474,Male,Alexander Leane,NUBBA,NSW,New South Wales,"2587",Australia,Australia,2000-05-23,,,,,
42840,Female,Savannah Lansell,XANTIPPE,WA,Western Australia,"6609",Australia,Australia,1936-05-23,2019-05-03,2019-05-03,1496.98,1,21
42956,Male,Ben Raff,BARA,NSW,New South Wales,"2850",Australia,Australia,1944-05-06,2019-05-21,2019-10-30,172.99,2,21
43784,Male,Jeremy Iliffe,SNOWTOWN,SA,South Australia,"5520",Australia,Australia,1951-03-19,2020-01-27,2020-01-27,2915.94,1,13
44195,Male,Brayden Topp,LOWER MANGROVE,NSW,New South Wales,"2250",Australia,Australia,1984-01-09,,,,,
44301,Female,Annabelle Feetham,DUNNROCK,QLD,Queensland,"4740",Australia,Australia,1947-10-04,,,,,
44493,Female,Jorja Colechin,JACKEYS MARSH,TAS,Tasmania,"7304",Australia,Australia,1963-04-28,2019-01-05,2020-06-27,1043.45,2,25
44496,Male,Spencer Beach,MOUNT JOY,SA,South Australia,"5670",Australia,Australia,1949-09-28,,,,,
44728,Female,Abbey Remington,DIGGORA,VIC,Victoria,"3561",Australia,Australia,1953-03-14,2016-04-27,2019-12-18,12658.83,3,58
44906,Male,Tyson Backhouse,MOUNT GAMBIER,SA,South Australia,"5291",Australia,Australia,1994-10-06,,,,,
45172,Female,Audrey Crooke,SCOPUS,TAS,Tasmania,"7330",Australia,Australia,1986-05-25,2019-05-28,2019-05-28,654.90,1,21
45522,Male,Alexander Fenston,TIMBILLICA,NSW,New South Wales,"2551",Australia,Australia,1985-04-09,,,,,
45781,Male,Bailey Coxen,PONTVILLE,TAS,Tasmania,"7030",Australia,Australia,1946-02-27,2018-06-21,2018-06-21,6.89,1,32
45814,Male,Declan Richard,SPRING HILL,NSW,New South Wales,"2800",Australia,Australia,1968-04-05,2021-02-10,2021-02-10,2687.97,1,0
46917,Male,Jamie Price,MERU,WA,Western Australia,"6530",Australia,Australia,2000-01-03,2016-11-15,2016-11-15,313.99,1,51
47518,Female,Alana Spencer,UNDULLAH,QLD,Queensland,"4285",Australia,Australia,1946-05-13,2018-05-31,2018-05-31,2745.64,1,33
47712,Male,Aidan Dethridge,CREMORNE,NSW,New South Wales,"2090",Australia,Australia,1976-08-30,,,,,
48080,Male,Lincoln Muscio,FERNY CREEK,VIC,Victoria,"3786",Australia,Australia,1940-04-10,,,,,
48247,Male,Joseph Clemes,HAY FLAT,SA,South Australia,"5204",Australia,Australia,1967-05-05,,,,,
48466,Female,Matilda Shields,HASTINGS POINT,NSW,New South Wales,"2489",Australia,Australia,1984-12-13,2018-12-12,2019-07-05,6746.09,3,26
48733,Female,Sophia Gunther,BALCOLYN,NSW,New South Wales,"2264",Australia,Australia,1989-07-22,2018-09-01,2018-09-01,3753.76,1,29
18309,Male,Michael Vogt,FYANS CREEK,VIC,Victoria,"3381",Australia,Australia,1992-01-07,2018-06-13,2018-06-13,511.95,1,32
18470,Male,Zac Pryor,GOSFORD,NSW,New South Wales,"2250",Australia,Australia,1969-03-12,2017-11-14,2021-02-02,1811.69,3,39
18493,Male,George Kevin,TASCOTT,NSW,New South Wales,"2250",Australia,Australia,1994-09-27,2016-06-14,2016-06-14,350.48,1,56
18887,Female,Zara Castleton,BOOROLITE,VIC,Victoria,"3723",Australia,Australia,1978-11-25,2017-08-12,2017-08-12,1328.36,1,42
19404,Male,Cody O'Hea,WYNNUM,QLD,Queensland,"4178",Australia,Australia,1997-06-10,2020-02-17,2020-02-17,657.00,1,12
19579,Female,Ava Reye,BARCALDINE,QLD,Queensland,"4725",Australia,Australia,1949-10-16,,,,,
19732,Female,Olivia Moresby,WAPPILKA,SA,South Australia,"5332",Australia,Australia,1981-08-31,,,,,
19916,Male,Hunter Samuel,LITTLE PLAIN,NSW,New South Wales,"2360",Australia,Australia,1991-05-13,,,,,
20092,Female,Victoria Fitzsimmons,CAMBRIDGE GARDENS,NSW,New South Wales,"2747",Australia,Australia,1947-05-03,2018-12-11,2019-09-16,4190.91,2,26
20802,Male,Ben Whitworth,POLDA,SA,South Australia,"5670",Australia,Australia,1945-07-07,,,,,
21203,Male,Tristan Dobie,CHARTWELL,VIC,Victoria,"3030",Australia,Australia,1960-02-18,2016-11-19,2016-11-19,872.40,1,51
21387,Male,Christian Hughes,CREMORNE,NSW,New South Wales,"2090",Australia,Australia,1970-01-26,,,,,
21460,Female,Kayla De Beuzeville,GLENLYNN,WA,Western Australia,"6256",Australia,Australia,1957-11-01,2020-12-26,2020-12-26,3668.88,1,2
21654,Female,Amber Monger,PARLIAMENT HOUSE,SA,South Australia,"5000",Australia,Australia,1950-02-03,,,,,
21819,Female,Matilda Blacklock,Cleveland,TAS,Tasmania,"7211",Australia,Australia,2000-06-18,2016-09-29,2019-02-26,1001.96,2,53
21870,Female,Summer Gramp,BELTANA,SA,South Australia,"5730",Australia,Australia,1991-11-23,,,,,
22540,Male,Connor Ruwolt,BANDYA,WA,Western Australia,"6440",Australia,Australia,1989-06-12,2019-09-28,2019-12-26,22548.08,2,17
23267,Female,Gabrielle Zinnbauer,FLINDERS VIEW,QLD,Queensland,"4305",Australia,Australia,1954-04-18,2017-10-26,2017-10-26,1508.99,1,40
23431,Female,Grace Scarf,SHEEP HILLS,VIC,Victoria,"3392",Australia,Australia,1970-10-27,,,,,
23599,Female,Maddison Blanc,FORRESTERS BEACH,NSW,New South Wales,"2260",Australia,Australia,1989-10-12,2019-02-09,2019-02-09,3853.96,1,24
24069,Male,Edward Carron,ULMARRA,NSW,New South Wales,"2462",Australia,Australia,1985-05-20,,,,,
24920,Female,Natalie Robey,CORNY POINT,SA,South Australia,"5575",Australia,Australia,1938-04-17,,,,,
25771,Female,Mikayla Shenton,BOOLCARROLL,NSW,New South Wales,"2388",Australia,Australia,1959-07-26,2017-02-15,2018-01-06,2979.98,3,48
25864,Male,Zane Corkill,SHIRLEY,VIC,Victoria,"3373",Australia,Australia,1995-05-05,2018-08-27,2019-09-14,3206.63,3,30
26458,Male,George Creer,Westbury,VIC,Victoria,"3825",Australia,Australia,1979-04-28,,,,,
26642,Male,Noah Moloney,ELIZABETH BEACH,NSW,New South Wales,"2428",Australia,Australia,1978-09-30,2016-04-30,2016-04-30,2194.93,1,58
27125,Female,Ashley Hornung,ARNO BAY,SA,South Australia,"5603",Australia,Australia,1976-03-16,,,,,
27210,Male,Liam Osborn,MOOTAI,NSW,New South Wales,"2325",Australia,Australia,1973-07-02,,,,,
27896,Male,Zachary McLeish,JACUP,WA,Western Australia,"6337",Australia,Australia,1973-10-17,,,,,
27945,Male,Charlie Stralia,SOFALA,NSW,New South Wales,"2795",Australia,Australia,1974-05-20,2017-08-25,2017-08-25,65.98,1,42
28690,Male,Leo Walcott,MILLCHESTER,QLD,Queensland,"4820",Australia,Australia,1987-09-12,2019-09-02,2020-06-27,905.94,2,17
29041,Male,Logan Barling,LINDENOW,VIC,Victoria,"3865",Australia,Australia,1937-11-14,2017-11-25,2017-11-25,4610.00,1,39
29475,Female,Madison Pocock,TUROSS,NSW,New South Wales,"2630",Australia,Australia,1965-07-03,2019-11-23,2019-11-23,608.64,1,15
29593,Male,Liam Nettleton,BAKARA,SA,South Australia,"5354",Australia,Australia,1995-08-18,,,,,
30278,Female,Madeleine Kiddle,JACANA,VIC,Victoria,"3047",Australia,Australia,1945-09-12,,,,,
30428,Female,Sienna Conrick,EARLSTON,VIC,Victoria,"3669",Australia,Australia,1999-12-01,,,,,
31086,Female,Kate Snowden,WITTENOOM,WA,Western Australia,"6751",Australia,Australia,1985-01-30,2019-07-17,2019-07-17,369.50,1,19
31164,Male,Hunter Boehm,BOWES,WA,Western Australia,"6535",Australia,Australia,1948-06-15,2017-05-12,2017-05-12,8059.92,1,45
31236,Female,Abby Warburton,THREE BRIDGES,VIC,Victoria,"3797",Australia,Australia,1959-08-08,2017-02-11,2017-02-11,5009.00,1,48
31288,Male,Adam Banning,CLAY WELLS,SA,South Australia,"5280",Australia,Australia,1988-08-28,,,,,
31721,Female,Alyssa Isaacs,GULFVIEW HEIGHTS,SA,South Australia,"5096",Australia,Australia,1961-01-19,,,,,
32190,Female,Paige Lacey,DELAMERE,SA,South Australia,"5204",Australia,Australia,1954-10-28,,,,,
32259,Female,Ashley Dane?,SEVENHILL,SA,South Australia,"5453",Australia,Australia,1975-11-21,,,,,
33036,Male,Tyler Galvin,BYNG,NSW,New South Wales,"2798",Australia,Australia,1959-07-31,2018-08-25,2018-09-06,1209.68,2,30
33444,Male,Brodie Thirkell,CLAYTON,VIC,Victoria,"3168",Australia,Australia,1968-01-09,2018-12-29,2019-11-02,10384.91,3,26
34431,Male,Leo Badger,BEACONSFIELD,WA,Western Australia,"6162",Australia,Australia,1940-02-02,2018-07-21,2018-07-21,28.00,1,31
34462,Male,Tyson Tishler,TALAROO,QLD,Queensland,"4871",Australia,Australia,1938-07-09,,,,,
34915,Female,Kate Byles,MOUNT CRYSTAL,NSW,New South Wales,"2665",Australia,Australia,1969-01-28,2019-07-06,2019-07-06,56.00,1,19
35257,Female,Ella Oxenham,FERNHILL,NSW,New South Wales,"2519",Australia,Australia,1970-02-20,2016-06-14,2019-07-15,120.79,2,56
35733,Female,Charlotte Shaw,WAROONA,WA,Western Australia,"6215",Australia,Australia,1955-05-14,2019-12-20,2020-06-30,8441.27,3,14
36336,Female,Anna Burston,DJARAWONG,QLD,Queensland,"4854",Australia,Australia,1990-09-21,2018-09-01,2018-09-01,1592.20,1,29
36418,Female,Jorja Whitlam,MOUNT DAVID,NSW,New South Wales,"2795",Australia,Australia,1946-02-18,2021-02-08,2021-02-08,1026.88,1,0
36918,Male,Blake Mann,OWEN,SA,South Australia,"5460",Australia,Australia,1982-11-06,,,,,
37070,Female,Alyssa Hooker,WANGANUI,NSW,New South Wales,"2482",Australia,Australia,1981-07-18,2017-12-27,2019-11-07,8240.35,3,38
37580,Female,Mariam Baylee,TOMAHAWK,TAS,Tasmania,"7262",Australia,Australia,1942-01-12,2019-09-21,2019-09-21,599.55,1,17
37991,Male,Cooper Gillison,CARWELL,NSW,New South Wales,"2849",Australia,Australia,1937-01-06,2017-11-15,2019-11-13,6893.00,2,39
38006,Male,Lachlan Postle,DYRAABA,NSW,New South Wales,"2470",Australia,Australia,1955-10-29,2018-09-10,2018-09-10,6.99,1,29
38183,Male,Hunter Montagu,NEW ITALY,NSW,New South Wales,"2472",Australia,Australia,1944-07-30,,,,,
38558,Female,Audrey Bold,BOSTOBRICK,NSW,New South Wales,"2453",Australia,Australia,1946-05-19,,,,,
38865,Male,Christopher Edmund,WINDORAH,QLD,Queensland,"4481",Australia,Australia,1948-08-17,,,,,
38950,Female,Hannah Edmond,ARTHUR RIVER,TAS,Tasmania,"7330",Australia,Australia,1954-12-08,,,,,
39183,Male,Julian Gutteridge,KURMOND,NSW,New South Wales,"2757",Australia,Australia,1973-04-25,,,,,
39268,Female,Madeleine Marx,KALLANGUR,QLD,Queensland,"4503",Australia,Australia,1975-07-24,2018-11-29,2018-11-29,389.95,1,27
39592,Female,Alicia Muntz,SOUTH SPRINGFIELD,TAS,Tasmania,"7260",Australia,Australia,1965-04-20,2018-06-15,2018-06-15,2016.93,1,32
39894,Female,Samantha Begg,JUNEE,NSW,New South Wales,"2663",Australia,Australia,1941-02-26,2016-02-09,2016-02-09,879.92,1,60
39927,Male,Bailey Barnet,SORELL,TAS,Tasmania,"7172",Australia,Australia,1984-05-15,2018-11-17,2018-11-17,2080.97,1,27
39996,Male,Harry Dawes,BENDOURA,NSW,New South Wales,"2622",Australia,Australia,2001-05-09,,,,,
40052,Female,Isabel Dettmann,WAVERTON,NSW,New South Wales,"2060",Australia,Australia,1957-09-06,,,,,
40221,Male,Jonathan Hammond,PARA HILLS WEST,SA,South Australia,"5096",Australia,Australia,2001-11-01,,,,,
40363,Female,Alyssa Henslowe,DOUBLE BAY,NSW,New South Wales,"2028",Australia,Australia,1984-07-08,2018-11-17,2018-11-17,5489.15,1,27
40662,Male,Oliver Michie,MOUNT HICKS,TAS,Tasmania,"7325",Australia,Australia,1960-12-18,,,,,
41281,Male,Lincoln D'Albertis,FITZGERALDS MOUNT,NSW,New South Wales,"2799",Australia,Australia,1945-10-27,2019-02-13,2019-09-24,630.68,2,24
41674,Male,Jonathan Hodges,NORTH LAKE GRACE,WA,Western Australia,"6353",Australia,Australia,1938-03-04,,,,,
41707,Male,Joseph Wheeler,YALLAH,NSW,New South Wales,"2530",Australia,Australia,1957-04-19,,,,,
41892,Female,Madeline Eales,DARGAN,NSW,New South Wales,"2786",Australia,Australia,1983-01-09,,,,,
42134,Male,Benjamin Ethel,EAST YUNA,WA,Western Australia,"6532",Australia,Australia,1942-09-22,,,,,
42177,Male,Brock James,ELLEKER,WA,Western Australia,"6330",Australia,Australia,1960-07-19,2018-02-20,2018-02-20,2557.87,1,36
42408,Male,Noah Hinchcliffe,THE PALMS,QLD,Queensland,"4570",Australia,Australia,1988-11-04,2019-09-23,2019-09-23,1667.35,1,17
42603,Female,Amy Sawyer,CUSHNIE,QLD,Queensland,"4608",Australia,Australia,2000-10-09,,,,,
43798,Female,Rachel Welch,AMAMOOR,QLD,Queensland,"4570",Australia,Australia,1966-01-11,,,,,
43840,Female,Rose Vlamingh,OATLANDS,TAS,Tasmania,"7120",Australia,Australia,1950-01-19,2016-12-17,2020-01-03,3593.79,3,50
44080,Female,Rachel Baldwin,Brighton,VIC,Victoria,"3186",Australia,Australia,1954-01-20,,,,,
44207,Female,Stella Sternberg,KESWICK TERMINAL,SA,South Australia,"5035",Australia,Australia,1984-03-16,,,,,
45169,Female,Victoria Ness,GLENROY,QLD,Queensland,"4702",Australia,Australia,1990-04-04,,,,,
45250,Male,Darcy Fryer,SACKVILLE,NSW,New South Wales,"2756",Australia,Australia,1968-11-21,2019-08-03,2019-08-03,4495.00,1,18
45436,Female,Maya McIlveen,MILLFIELD,NSW,New South Wales,"2325",Australia,Australia,1952-04-16,2017-05-25,2019-10-18,1026.46,3,45
46155,Female,Alice Phillip,BOWES,WA,Western Australia,"6535",Australia,Australia,1956-02-16,2020-12-31,2020-12-31,62.00,1,2
46996,Male,Jonathan Kempt,MURRAY ISLAND,QLD,Queensland,"4875",Australia,Australia,1987-02-20,2016-09-23,2016-09-23,29.97,1,53
47382,Female,Brooke Richardson,NORTHGATE,SA,South Australia,"5085",Australia,Australia,1955-05-02,,,,,
48367,Female,Rose Allardyce,INSKIP,QLD,Queensland,"4581",Australia,Australia,1949-04-09,,,,,
48383,Female,Chloe Gillen,KOYUGA SOUTH,VIC,Victoria,"3621",Australia,Australia,1951-06-06,2021-01-13,2021-01-13,611.52,1,1
48846,Female,Lucy Kellway,BOWELLING,WA,Western Australia,"6225",Australia,Australia,1944-11-04,,,,,
49606,Female,Claire Kerr,GREYMARE,QLD,Queensland,"4370",Australia,Australia,1950-04-10,2016-08-30,2016-08-30,1198.00,1,54
49748,Male,Tyson Flowers,PARUNA,SA,South Australia,"5311",Australia,Australia,1980-02-14,,,,,
50122,Female,Brianna O'Neil,SURBITON,QLD,Queensland,"4724",Australia,Australia,1979-09-30,,,,,
50681,Male,Benjamin Makin,MOUNT DRUITT VILLAGE,NSW,New South Wales,"2770",Australia,Australia,1936-11-18,2016-06-25,2016-06-25,624.00,1,56
50741,Male,Tyson Hurley,FRANKFORD,TAS,Tasmania,"7275",Australia,Australia,1942-01-23,2017-08-12,2017-08-12,25.32,1,42
51201,Female,Samantha Jacoby,BIRMINGHAM GARDENS,NSW,New South Wales,"2287",Australia,Australia,1939-03-04,,,,,
51718,Female,Phoebe Voss,HACKNEY,SA,South Australia,"5069",Australia,Australia,1938-07-25,2019-09-05,2019-09-05,3299.99,1,17
48925,Male,Elijah Albert,WOOLOCUTTY,WA,Western Australia,"6369",Australia,Australia,1939-09-15,,,,,
49400,Male,Mason Ransford,WOOMBYE,QLD,Queensland,"4559",Australia,Australia,1967-03-15,2019-11-15,2020-02-20,2062.38,2,15
49501,Female,Amelie Edmondson,BUNGABBEE,NSW,New South Wales,"2480",Australia,Australia,1982-07-16,,,,,
49776,Female,Jessica Warburton,ROCKLEY MOUNT,NSW,New South Wales,"2795",Australia,Australia,1944-07-31,2018-10-11,2019-09-16,5856.00,2,28
49950,Female,Tayla Canterbury,EAST LAUNCESTON,TAS,Tasmania,"7250",Australia,Australia,1998-10-18,2019-08-21,2019-08-21,7963.99,1,18
50075,Male,Jayden Lloyd,MOUNT MURCHISON,QLD,Queensland,"4715",Australia,Australia,1961-11-07,2016-06-22,2016-06-22,2272.85,1,56
50705,Female,Scarlett Reeve,YEAGARUP,WA,Western Australia,"6260",Australia,Australia,1948-08-23,,,,,
50719,Female,Angelina Wunderlich,POINT GREY,WA,Western Australia,"6208",Australia,Australia,1995-03-27,,,,,
51172,Female,Gabriella Tozer,ELINGAMITE,VIC,Victoria,"3266",Australia,Australia,1957-12-04,2018-09-04,2019-11-07,1253.00,2,29
51228,Male,Marcus Christian,GIRU,QLD,Queensland,"4809",Australia,Australia,1978-01-31,,,,,
51314,Female,Bianca Stobie,DUVERNEY,VIC,Victoria,"3323",Australia,Australia,1954-06-23,2019-02-20,2019-02-21,9649.83,2,24
51429,Male,Thomas Kavel,WONBOYN LAKE,NSW,New South Wales,"2551",Australia,Australia,1979-01-05,,,,,
51648,Female,Jasmine Sellar,KYBUNGA,SA,South Australia,"5453",Australia,Australia,1989-06-11,,,,,
51649,Male,Toby Batchelor,YANDINA,QLD,Queensland,"4561",Australia,Australia,1958-02-26,,,,,
52435,Male,Charles Kenneally,YADBORO,NSW,New South Wales,"2539",Australia,Australia,1956-02-29,,,,,
52694,Female,Grace Bidwill,Sheffield,TAS,Tasmania,"7306",Australia,Australia,1972-05-21,2018-08-08,2018-08-08,4761.57,1,30
53168,Male,Dylan Monds,JOYNER,QLD,Queensland,"4500",Australia,Australia,1959-04-05,,,,,
53260,Female,Keira Rowallan,MOUNT FRANKLIN,VIC,Victoria,"3461",Australia,Australia,1936-05-09,,,,,
53318,Female,Grace Osburn,TOWNSON,QLD,Queensland,"4341",Australia,Australia,1954-12-03,2017-02-22,2017-02-22,2149.98,1,48
53920,Female,Jade Higgins,BUCKENBOWRA,NSW,New South Wales,"2536",Australia,Australia,1986-03-27,2016-05-14,2018-01-06,757.54,2,57
54089,Male,Jake Toft,THE GLEN,NSW,New South Wales,"2476",Australia,Australia,1936-09-11,2016-11-23,2017-01-12,15182.99,2,51
54161,Male,Leo Voss,WOODY POINT,QLD,Queensland,"4019",Australia,Australia,1992-06-24,2019-06-11,2019-06-11,462.00,1,20
54582,Female,Leah Fairbridge,LIMONITE,VIC,Victoria,"3871",Australia,Australia,1978-09-15,,,,,
55039,Male,James Connal,MOUNT MORIAC,VIC,Victoria,"3240",Australia,Australia,1960-10-07,2018-08-16,2019-06-05,4662.75,2,30
55066,Male,Samuel Atherton,DOLLYS FLAT,NSW,New South Wales,"2429",Australia,Australia,1942-02-14,2019-10-10,2019-10-10,4413.79,1,16
55084,Male,Angus Ten,PARAP,NT,Northern Territory,"820",Australia,Australia,1963-12-03,2018-11-01,2018-11-01,3498.80,1,27
56161,Male,Aidan Burnett,UPPER CASTRA,TAS,Tasmania,"7315",Australia,Australia,1994-05-02,,,,,
56562,Female,Lucy Mansour,ALBERT PARK,VIC,Victoria,"3206",Australia,Australia,1949-11-05,,,,,
57246,Male,Toby Dillon,CITY WEST CAMPUS,SA,South Australia,"5000",Australia,Australia,1987-03-10,,,,,
57307,Female,Eva Hickson,RAINBOW,VIC,Victoria,"3424",Australia,Australia,1980-11-14,2019-11-29,2019-11-29,966.70,1,15
57681,Male,Caleb Louat,ROCKWELL,WA,Western Australia,"6532",Australia,Australia,1958-05-05,,,,,
57938,Male,Alexander Courtice,LIPAROO,VIC,Victoria,"3549",Australia,Australia,1979-10-09,,,,,
58066,Male,Andrew Forde,ASHMONT,NSW,New South Wales,"2650",Australia,Australia,1942-10-23,2016-05-19,2018-06-25,477.78,2,57
58710,Male,Jordan Foveaux,GOSNELLS,WA,Western Australia,"6110",Australia,Australia,1949-11-21,2017-01-12,2019-05-05,309.28,2,49
58919,Female,Kaitlyn Fenton,FLOREAT FORUM,WA,Western Australia,"6014",Australia,Australia,1960-09-13,2016-12-17,2016-12-17,2889.99,1,50
59159,Female,Maya Pasley,CAPE HILLSBOROUGH,QLD,Queensland,"4740",Australia,Australia,1947-07-29,2017-12-12,2021-02-20,7852.53,2,38
59304,Male,Patrick Collie,CARLINGFORD,NSW,New South Wales,"2118",Australia,Australia,1953-10-01,2017-01-02,2017-01-02,5851.47,1,49
59529,Female,Alice Blumenthal,FOREST GLEN,NSW,New South Wales,"2157",Australia,Australia,1992-05-28,2018-04-28,2018-04-28,2838.96,1,34
59961,Male,Harry Hambly,GALORE,NSW,New South Wales,"2652",Australia,Australia,1948-02-03,2019-09-03,2019-09-03,437.94,1,17
60088,Female,Evie Brownbill,PAGES FLAT,SA,South Australia,"5172",Australia,Australia,1982-06-02,,,,,
60407,Male,Alexander Earp,POZIERES,QLD,Queensland,"4352",Australia,Australia,1944-09-04,2018-05-08,2018-05-08,1405.78,1,33
60454,Male,Toby Normanby,LOWER LEWIS PONDS,NSW,New South Wales,"2800",Australia,Australia,1953-05-05,2018-02-22,2018-02-22,1989.00,1,36
60722,Male,Logan Dowie,KOOROOMOOL,QLD,Queensland,"4854",Australia,Australia,1985-06-08,2019-07-29,2019-07-29,3313.85,1,19
61718,Female,Chloe Schlapp,ALLIGATOR CREEK,QLD,Queensland,"4816",Australia,Australia,1956-06-01,2017-07-15,2020-12-30,4645.14,2,43
61776,Male,Mitchell Cockle,TALLOWWOOD RIDGE,NSW,New South Wales,"2453",Australia,Australia,1954-07-06,,,,,
61825,Male,Kai Culley,ERSKINEVILLE,NSW,New South Wales,"2043",Australia,Australia,1995-10-09,,,,,
62017,Female,Grace Humphries,HASTINGS,WA,Western Australia,"6308",Australia,Australia,1954-09-21,2020-09-02,2020-09-02,479.97,1,5
62035,Male,John Duesbury,TIARO,QLD,Queensland,"4650",Australia,Australia,1952-03-18,,,,,
62076,Male,Brock Edden,ORIELTON,TAS,Tasmania,"7172",Australia,Australia,1945-12-03,2019-12-25,2019-12-25,1199.96,1,14
62125,Female,Ava Lowes,IVERAGH,QLD,Queensland,"4680",Australia,Australia,1978-04-10,2018-01-19,2018-01-19,899.95,1,37
62133,Male,Jonathan Fargher,GWABEGAR,NSW,New South Wales,"2356",Australia,Australia,1996-04-27,,,,,
62537,Female,Lauren Nichols,WOOLOOMAN,QLD,Queensland,"4310",Australia,Australia,1937-05-03,,,,,
63597,Male,Darcy Penington,RIVERHILLS,QLD,Queensland,"4074",Australia,Australia,1939-04-19,,,,,
63681,Male,Justin Grahamslaw,POSSUM BRUSH,NSW,New South Wales,"2430",Australia,Australia,1936-04-27,2019-02-14,2019-02-14,2916.98,1,24
63807,Male,Ashton Bower,ALLAMBIE HEIGHTS,NSW,New South Wales,"2100",Australia,Australia,1948-12-02,,,,,
63957,Female,Dakota Nixon-Smith,FORTHSIDE,TAS,Tasmania,"7310",Australia,Australia,1991-01-13,,,,,
64017,Female,Ruby Sternberg,BRIGHTVIEW,QLD,Queensland,"4311",Australia,Australia,1964-10-05,,,,,
64491,Male,Oliver McCloughry,MELBA,ACT,Australian Capital Territory,"2615",Australia,Australia,1997-09-15,,,,,
64842,Male,Levi Strele,MOUNT OUSLEY,NSW,New South Wales,"2519",Australia,Australia,1971-09-05,2019-11-17,2019-11-17,6934.98,1,15
65210,Female,Caitlin Spooner,DOWLINGVILLE,SA,South Australia,"5555",Australia,Australia,1948-11-08,,,,,
65269,Female,Scarlett Roach,BARWIDGEE,VIC,Victoria,"3737",Australia,Australia,1941-01-24,2018-05-02,2020-01-04,7731.15,4,33
65544,Male,Dylan Smerd,LAKE MUIR,WA,Western Australia,"6258",Australia,Australia,1957-11-14,,,,,
67066,Male,Alexander Newling,MOUNT RICHON,WA,Western Australia,"6112",Australia,Australia,1950-09-09,2019-09-21,2020-01-29,8724.84,2,17
67157,Male,Levi Knox,KIAMA DOWNS,NSW,New South Wales,"2533",Australia,Australia,1937-04-04,2017-09-06,2020-03-06,10420.96,2,41
